file_number,category,filed_by,doc_type,outcome,on_consent,sheriff_referenced
LTB-L-058266-25,L1,landlord,Order,other,False,False
LTB-L-059165-25,L1,landlord,Order,other,False,False
LTB-L-059257-25,L1,landlord,Review Order,other,False,False
LTB-L-059484-25,L1,landlord,Review Order,other,False,False
LTB-L-059570-25,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-059707-25,L1,landlord,Order,money_only,True,False
LTB-L-059839-25,L1,landlord,Order,terminated,True,True
LTB-L-059982-25,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-060379-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-060407-25,L1,landlord,Review Order,terminated_voidable,True,True
LTB-L-061612-25,L1,landlord,Order,other,False,False
LTB-L-061873-25,L1,landlord,Order,terminated,False,False
LTB-L-062344-25,L1,landlord,Review Order,terminated_voidable,True,True
LTB-L-062627-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-063811-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-064039-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-064083-24,L1,landlord,Order,terminated,False,False
LTB-L-064268-25,L1,landlord,Review Order,other,False,False
LTB-L-064372-25,L1,landlord,Order,other,False,False
LTB-L-064781-25,L1,landlord,Review Order,other,False,False
LTB-L-065063-25,L1,landlord,Review Order,dismissed,False,False
LTB-L-065114-25,L1,landlord,ExParte Order,withdrawn,False,False
LTB-L-065344-25,L1,landlord,Order,other,False,False
LTB-L-065351-25,L1,landlord,Review Order,money_only,False,False
LTB-L-065696-25,L1,landlord,Review Order,other,False,False
LTB-L-066037-25,L1,landlord,Review Order,other,False,False
LTB-L-066129-25,L1,landlord,Order,money_only,False,False
LTB-L-066443-25,L1,landlord,Review Order,other,False,False
LTB-L-066501-25,L1,landlord,Order,terminated,False,False
LTB-L-066986-25,L1,landlord,Review Order,money_only,False,False
LTB-L-067610-25,L1,landlord,Review Order,other,False,False
LTB-L-067748-24,L1,landlord,Order,terminated,False,False
LTB-L-067999-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-068007-25,L1,landlord,Order,money_only,True,False
LTB-L-068332-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-068332-25,L1,landlord,Review Order,money_only,True,False
LTB-L-068705-25,L1,landlord,Order,terminated,False,False
LTB-L-068730-25,L1,landlord,Order,terminated,False,False
LTB-L-068944-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-068985-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-069134-25,L1,landlord,Review Order,other,False,False
LTB-L-069357-25,L1,landlord,Order,money_only,True,False
LTB-L-069412-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-069574-24,L1,landlord,Order,terminated_voidable,False,True
LTB-L-069889-25,L1,landlord,Order,withdrawn,False,False
LTB-L-070170-25,L1,landlord,Review Order,other,False,False
LTB-L-070338-25,L1,landlord,Review Order,remedy_ordered,False,False
LTB-L-070348-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-070786-25,L1,landlord,Order,other,False,False
LTB-L-070802-25,L1,landlord,Order,terminated,False,False
LTB-L-070985-25,L1,landlord,Order,money_only,True,False
LTB-L-071068-25,L1,landlord,Review Order,other,False,False
LTB-L-071326-25,L1,landlord,Review Order,other,False,False
LTB-L-071701-25,L1,landlord,Order,terminated,True,False
LTB-L-071768-25,L1,landlord,Order,other,False,False
LTB-L-071793-25,L1,landlord,Order,terminated,False,False
LTB-L-071800-25,L1,landlord,ExParte Order,other,False,False
LTB-L-072158-25,L1,landlord,Review Order,other,False,False
LTB-L-072357-25,L1,landlord,Review Order,other,False,False
LTB-L-072464-25,L1,landlord,Order,other,False,False
LTB-L-072565-25,L1,landlord,Order,terminated,False,False
LTB-L-072905-25,L1,landlord,Order,terminated,False,False
LTB-L-072967-25,L1,landlord,Order,other,False,False
LTB-L-073089-25,L1,landlord,Order,terminated,False,False
LTB-L-073192-25,L1,landlord,Review Order,other,False,False
LTB-L-073404-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-073413-25,L1,landlord,Order,other,False,True
LTB-L-073514-25,L1,landlord,Review Order,other,False,False
LTB-L-074005-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-074092-25,L1,landlord,Amended Order,terminated,True,True
LTB-L-074335-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-074369-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-074599-25,L1,landlord,Review Order,other,False,False
LTB-L-074662-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-074953-25,L1,landlord,Review Order,other,False,False
LTB-L-075026-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-075190-25,L1,landlord,Review Order,other,False,False
LTB-L-075241-25,L1,landlord,Order,dismissed,False,False
LTB-L-075329-23,L1,landlord,Order,other,False,False
LTB-L-075383-25,L1,landlord,Order,other,False,True
LTB-L-075422-25,L1,landlord,Order,money_only,True,False
LTB-L-075497-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-075591-25,L1,landlord,Order,terminated,False,False
LTB-L-075730-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-076000-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-076102-25,L1,landlord,Order,money_only,False,False
LTB-L-076167-25,L1,landlord,Review Order,terminated_voidable,False,True
LTB-L-076450-25,L1,landlord,Order,other,False,True
LTB-L-076460-25,L1,landlord,Order,other,False,False
LTB-L-076536-25,L1,landlord,Order,dismissed,False,False
LTB-L-076639-25,L1,landlord,Order,other,False,False
LTB-L-076732-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-076811-25,L1,landlord,Order,money_only,False,False
LTB-L-077030-25,L1,landlord,Review Order,other,False,False
LTB-L-077299-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-077307-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-077487-25,L1,landlord,Order,money_only,True,False
LTB-L-077594-25,L1,landlord,Review Order,other,False,False
LTB-L-077664-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-077766-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-077790-25,L1,landlord,Order,terminated,False,False
LTB-L-077843-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-078095-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-078129-25,L1,landlord,Amended Order,other,False,True
LTB-L-078133-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-078187-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-078276-25,L1,landlord,Review Order,other,False,False
LTB-L-078279-25,L1,landlord,Order,dismissed,False,False
LTB-L-078305-25,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-078354-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-078513-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-078541-25,L1,landlord,Review Order,terminated_voidable,True,True
LTB-L-078588-25,L1,landlord,Order,terminated,False,False
LTB-L-078664-25,L1,landlord,Order,money_only,True,False
LTB-L-078665-25,L1,landlord,Order,other,False,False
LTB-L-078730-25,L1,landlord,Review Order,other,False,False
LTB-L-078770-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-078782-25,L1,landlord,Review Order,terminated_voidable,False,True
LTB-L-078821-25,L1,landlord,Order,terminated,True,False
LTB-L-078955-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-078990-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-079040-25,L1,landlord,Order,money_only,True,False
LTB-L-079048-25,L1,landlord,Order,terminated,True,False
LTB-L-079169-25,L1,landlord,Order,other,False,False
LTB-L-079178-25,L1,landlord,Order,dismissed,False,False
LTB-L-079202-25,L1,landlord,Review Order,other,False,False
LTB-L-079256-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-079277-25,L1,landlord,Order,terminated,False,False
LTB-L-079283-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-079293-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-079357-25,L1,landlord,Review Order,other,True,False
LTB-L-079357-25,L1,landlord,Order,other,True,False
LTB-L-079442-25,L1,landlord,Review Order,other,False,False
LTB-L-079471-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-079505-25,L1,landlord,Order,terminated,True,True
LTB-L-079605-25,L1,landlord,Review Order,other,True,False
LTB-L-079647-25,L1,landlord,Review Order,other,False,False
LTB-L-079647-25,L1,landlord,Order,other,False,False
LTB-L-079778-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080003-25,L1,landlord,Order,money_only,True,False
LTB-L-080086-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-080162-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080293-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-080339-25,L1,landlord,Review Order,terminated_voidable,False,True
LTB-L-080396-25,L1,landlord,Order,money_only,True,False
LTB-L-080401-25,L1,landlord,Review Order,dismissed,False,False
LTB-L-080493-25,L1,landlord,Review Order,other,False,False
LTB-L-080498-25,L1,landlord,Order,money_only,True,False
LTB-L-080596-25,L1,landlord,Review Order,other,False,False
LTB-L-080626-25,L1,landlord,Order,money_only,True,False
LTB-L-080628-25,L1,landlord,Review Order,other,False,False
LTB-L-080632-25,L1,landlord,Review Order,other,True,False
LTB-L-080711-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080718-25,L1,landlord,Review Order,other,False,False
LTB-L-080723-25,L1,landlord,Order,terminated,False,False
LTB-L-080749-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080768-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080772-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080795-25,L1,landlord,Order,terminated,False,False
LTB-L-080846-25,L1,landlord,Order,terminated,True,True
LTB-L-080865-25,L1,landlord,Review Order,other,False,False
LTB-L-080869-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080871-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080873-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-080909-25,L1,landlord,Review Order,other,False,False
LTB-L-080909-25,L1,landlord,Order,other,False,False
LTB-L-080981-25,L1,landlord,Review Order,withdrawn,False,False
LTB-L-080984-25,L1,landlord,Order,terminated,False,False
LTB-L-081062-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081085-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081120-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081125-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081147-25,L1,landlord,Order,other,False,False
LTB-L-081161-25,L1,landlord,Order,terminated,False,False
LTB-L-081169-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081202-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081263-25,L1,landlord,Review Order,terminated_voidable,False,True
LTB-L-081270-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081302-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081329-25,L1,landlord,Review Order,other,False,False
LTB-L-081341-25,L1,landlord,Order,money_only,False,False
LTB-L-081356-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081399-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081410-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081448-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081461-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081528-25,L1,landlord,Order,money_only,True,False
LTB-L-081554-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081563-25,L1,landlord,Order,dismissed,False,False
LTB-L-081597-25,L1,landlord,Order,money_only,False,False
LTB-L-081611-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081626-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081626-25,L1,landlord,Review Order,terminated_voidable,False,True
LTB-L-081684-24,L1,landlord,Order,money_only,True,False
LTB-L-081716-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081722-25,L1,landlord,Order,other,False,False
LTB-L-081736-25,L1,landlord,Order,money_only,True,False
LTB-L-081737-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081738-25,L1,landlord,Order,other,False,False
LTB-L-081759-25,L1,landlord,Order,withdrawn,False,False
LTB-L-081770-25,L1,landlord,Order,other,False,False
LTB-L-081774-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081912-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081916-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081926-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081926-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081939-25,L1,landlord,Order,dismissed,False,False
LTB-L-081963-25,L1,landlord,Order,money_only,True,False
LTB-L-081967-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-081968-25,L1,landlord,Order,terminated,False,False
LTB-L-081973-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-081998-25,L1,landlord,Order,terminated,True,True
LTB-L-082002-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-082014-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-082040-25,L1,landlord,Order,money_only,True,False
LTB-L-082184-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082192-25,L1,landlord,Order,terminated,False,False
LTB-L-082207-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082210-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-082245-25,L1,landlord,Order,terminated,False,False
LTB-L-082260-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-082273-25,L1,landlord,Order,terminated,False,False
LTB-L-082342-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082390-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082398-25,L1,landlord,Order,other,False,False
LTB-L-082462-25,L1,landlord,Order,money_only,True,False
LTB-L-082505-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082506-25,L1,landlord,Order,terminated,True,True
LTB-L-082531-23,L1,landlord,Order,terminated,True,False
LTB-L-082601-25,L1,landlord,Order,money_only,True,False
LTB-L-082617-25,L1,landlord,Order,money_only,True,False
LTB-L-082626-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082687-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082712-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082912-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082943-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-082963-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-082976-25,L1,landlord,Order,terminated,False,False
LTB-L-082990-25,L1,landlord,Order,withdrawn,False,False
LTB-L-083030-25,L1,landlord,Order,money_only,True,False
LTB-L-083055-25,L1,landlord,Order,money_only,True,False
LTB-L-083069-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083075-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-083199-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083201-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083215-25,L1,landlord,Order,other,False,False
LTB-L-083230-25,L1,landlord,Order,dismissed,False,False
LTB-L-083238-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083246-25,L1,landlord,ExParte Order,other,False,False
LTB-L-083272-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-083314-25,L1,landlord,Order,money_only,True,False
LTB-L-083347-25,L1,landlord,Order,terminated,False,False
LTB-L-083379-25,L1,landlord,Order,money_only,True,False
LTB-L-083387-25,L1,landlord,Order,other,False,False
LTB-L-083397-25,L1,landlord,Order,other,False,False
LTB-L-083465-25,L1,landlord,Order,money_only,True,False
LTB-L-083471-25,L1,landlord,ExParte Order,other,False,False
LTB-L-083473-25,L1,landlord,Order,money_only,True,False
LTB-L-083482-25,L1,landlord,Order,other,False,False
LTB-L-083487-25,L1,landlord,Order,money_only,False,False
LTB-L-083512-25,L1,landlord,Order,money_only,False,False
LTB-L-083514-25,L1,landlord,Order,money_only,True,False
LTB-L-083577-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083617-25,L1,landlord,Order,other,False,False
LTB-L-083657-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083658-25,L1,landlord,Order,money_only,True,False
LTB-L-083679-25,L1,landlord,Order,other,False,False
LTB-L-083685-25,L1,landlord,Order,terminated,True,True
LTB-L-083702-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-083712-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083719-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083738-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-083750-25,L1,landlord,Order,money_only,False,False
LTB-L-083757-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083784-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-083862-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-083880-25,L1,landlord,Order,terminated,False,True
LTB-L-083900-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-083906-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-083924-25,L1,landlord,Order,other,False,False
LTB-L-083930-25,L1,landlord,Order,terminated,True,True
LTB-L-083964-25,L1,landlord,Order,other,False,False
LTB-L-083968-25,L1,landlord,ExParte Order,other,False,False
LTB-L-083970-25,L1,landlord,Review Order,terminated,False,True
LTB-L-083987-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-084001-25,L1,landlord,Order,terminated,True,False
LTB-L-084003-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-084072-25,L1,landlord,Order,dismissed,False,False
LTB-L-084092-25,L1,landlord,Order,money_only,True,False
LTB-L-084162-25,L1,landlord,Order,other,False,False
LTB-L-084170-25,L1,landlord,ExParte Order,other,False,False
LTB-L-084172-25,L1,landlord,Order,money_only,True,False
LTB-L-084173-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-084174-25,L1,landlord,Order,terminated,True,False
LTB-L-084189-25,L1,landlord,Order,other,False,False
LTB-L-084232-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-084263-25,L1,landlord,Amended Order,money_only,True,False
